Date;Yeld_10Y;Price_10Y;Stock_Price;Dividend;E;CAPE;T_Bill;CPI;Dividend_Yeld;Total_Stock_2;Total_Stock
01.12.1951;0,03;104,10;24,19;1,41;2,44;12,53;0,02;26,50;0,06;24,00;24,00
01.01.1952;0,02;104,77;23,75;1,42;2,43;12,36;0,02;26,30;0,06;23,68;23,68
01.02.1952;0,03;103,59;23,81;1,42;2,41;12,36;0,02;26,30;0,06;23,86;23,86
01.03.1952;0,03;104,82;23,74;1,43;2,40;12,24;0,02;26,40;0,06;23,91;23,91
01.04.1952;0,02;105,81;23,73;1,44;2,38;12,20;0,02;26,40;0,06;24,02;24,02
01.05.1952;0,02;106,37;24,38;1,45;2,36;12,45;0,02;26,50;0,06;24,80;24,80
01.06.1952;0,02;106,29;25,08;1,45;2,34;12,67;0,02;26,70;0,06;25,63;25,63
01.07.1952;0,02;106,03;25,18;1,45;2,35;12,68;0,02;26,70;0,06;25,86;25,85
01.08.1952;0,03;105,46;24,78;1,45;2,35;12,43;0,02;26,70;0,06;25,57;25,57
01.09.1952;0,03;104,47;24,26;1,44;2,36;12,13;0,02;26,70;0,06;25,16;25,16
01.10.1952;0,03;106,13;25,03;1,42;2,37;12,47;0,02;26,70;0,06;26,08;26,08
01.11.1952;0,03;106,52;26,04;1,41;2,39;12,93;0,02;26,70;0,05;27,26;27,25
01.12.1952;0,03;106,40;26,18;1,41;2,40;13,01;0,02;26,60;0,05;27,53;27,52
01.01.1953;0,03;105,77;25,86;1,41;2,41;12,86;0,02;26,50;0,05;27,31;27,30
01.02.1953;0,03;105,36;25,99;1,41;2,42;12,83;0,02;26,60;0,05;27,57;27,57
01.03.1953;0,03;105,37;24,71;1,41;2,43;12,16;0,02;26,60;0,06;26,34;26,34
01.04.1953;0,03;103,36;24,84;1,42;2,46;12,14;0,02;26,70;0,06;26,61;26,60
01.05.1953;0,03;100,98;23,95;1,42;2,48;11,62;0,02;26,80;0,06;25,78;25,78
01.06.1953;0,03;103,86;24,29;1,42;2,51;11,75;0,02;26,80;0,06;26,27;26,27
01.07.1953;0,03;104,25;24,39;1,42;2,52;11,72;0,02;26,90;0,06;26,51;26,51
01.08.1953;0,03;103,62;23,27;1,42;2,54;11,14;0,02;26,90;0,06;25,42;25,43
01.09.1953;0,03;107,81;23,97;1,43;2,55;11,39;0,02;27,00;0,06;26,31;26,32
01.10.1953;0,03;107,51;24,50;1,44;2,54;11,64;0,01;26,90;0,06;27,03;27,03
01.11.1953;0,03;107,36;24,83;1,45;2,52;11,75;0,01;26,90;0,06;27,53;27,52
01.12.1953;0,02;110,11;25,46;1,46;2,51;12,00;0,02;26,90;0,06;28,36;28,35
01.01.1954;0,02;110,23;26,02;1,46;2,52;12,22;0,01;26,90;0,06;29,12;29,11
01.02.1954;0,02;110,71;26,57;1,47;2,54;12,42;0,01;26,90;0,06;29,87;29,86
01.03.1954;0,02;111,36;27,63;1,46;2,55;12,91;0,01;26,80;0,05;31,20;31,18
01.04.1954;0,02;112,40;28,73;1,46;2,57;13,31;0,01;26,90;0,05;32,58;32,56
01.05.1954;0,03;110,93;28,96;1,45;2,60;13,36;0,01;26,90;0,05;32,98;32,95
01.06.1954;0,02;111,97;30,13;1,46;2,62;13,83;0,01;26,90;0,05;34,45;34,42
01.07.1954;0,02;112,57;30,73;1,46;2,62;14,04;0,01;26,90;0,05;35,27;35,24
01.08.1954;0,02;112,13;31,45;1,47;2,63;14,36;0,01;26,80;0,05;36,24;36,20
01.09.1954;0,02;112,35;32,18;1,49;2,63;14,62;0,01;26,80;0,05;37,22;37,18
01.10.1954;0,02;112,73;33,44;1,52;2,68;15,12;0,01;26,80;0,05;38,83;38,78
01.11.1954;0,02;112,42;34,97;1,54;2,72;15,79;0,01;26,70;0,04;40,75;40,69
01.12.1954;0,02;112,57;35,60;1,55;2,77;15,99;0,01;26,70;0,04;41,64;41,57
01.01.1955;0,03;111,43;36,79;1,55;2,83;16,44;0,01;26,70;0,04;43,18;43,11
01.02.1955;0,03;111,05;36,50;1,56;2,90;16,22;0,01;26,70;0,04;42,99;42,92
01.03.1955;0,03;111,43;37,76;1,56;2,96;16,69;0,01;26,70;0,04;44,63;44,55
01.04.1955;0,03;111,07;37,60;1,57;3,05;16,52;0,02;26,70;0,04;44,60;44,52
01.05.1955;0,03;111,63;39,78;1,57;3,13;17,37;0,01;26,70;0,04;47,34;47,25
01.06.1955;0,03;110,68;42,69;1,59;3,22;18,45;0,01;26,80;0,04;50,96;50,85
01.07.1955;0,03;109,72;42,43;1,60;3,29;18,22;0,02;26,80;0,04;50,81;50,70
01.08.1955;0,03;110,20;44,34;1,62;3,37;18,84;0,02;26,90;0,04;53,25;53,14
01.09.1955;0,03;111,15;42,11;1,63;3,44;17,77;0,02;26,90;0,04;50,74;50,64
01.10.1955;0,03;112,19;44,95;1,63;3,50;18,84;0,02;26,90;0,04;54,32;54,20
01.11.1955;0,03;111,58;45,37;1,64;3,56;18,94;0,02;26,80;0,04;55,00;54,87
01.12.1955;0,03;111,55;44,15;1,67;3,62;18,29;0,03;26,80;0,04;53,69;53,57
01.01.1956;0,03;112,90;44,43;1,70;3,64;18,27;0,02;26,80;0,04;54,20;54,08
01.02.1956;0,03;112,92;47,49;1,73;3,67;19,37;0,02;26,80;0,04;58,11;57,97
01.03.1956;0,03;110,90;48,05;1,75;3,69;19,37;0,02;26,90;0,04;58,97;58,83
01.04.1956;0,03;111,24;46,54;1,78;3,66;18,54;0,03;27,00;0,04;57,30;57,17
01.05.1956;0,03;113,13;46,27;1,80;3,63;18,16;0,03;27,20;0,04;57,15;57,02
01.06.1956;0,03;112,72;48,78;1,81;3,60;18,86;0,02;27,40;0,04;60,44;60,29
01.07.1956;0,03;110,84;48,49;1,83;3,55;18,67;0,02;27,30;0,04;60,27;60,12
01.08.1956;0,03;109,08;46,84;1,84;3,51;17,84;0,03;27,40;0,04;58,41;58,27
01.09.1956;0,03;110,06;46,24;1,81;3,46;17,42;0,03;27,50;0,04;57,85;57,72
01.10.1956;0,03;109,17;45,76;1,77;3,44;17,12;0,03;27,50;0,04;57,43;57,30
01.11.1956;0,04;109,24;46,44;1,74;3,43;17,20;0,03;27,60;0,04;58,47;58,33
01.12.1956;0,04;107,63;45,43;1,74;3,41;16,72;0,03;27,60;0,04;57,38;57,25
01.01.1957;0,03;112,45;43,47;1,73;3,41;15,84;0,03;27,70;0,04;55,09;54,97
01.02.1957;0,03;111,41;44,03;1,73;3,40;15,90;0,03;27,80;0,04;55,98;55,86
01.03.1957;0,03;111,61;45,05;1,73;3,40;16,12;0,03;27,90;0,04;57,46;57,33
01.04.1957;0,04;110,47;46,78;1,73;3,41;16,60;0,03;28,00;0,04;59,85;59,71
01.05.1957;0,04;109,45;47,55;1,73;3,41;16,73;0,03;28,10;0,04;61,02;60,88
01.06.1957;0,04;107,89;48,51;1,74;3,42;16,87;0,03;28,30;0,04;62,44;62,29
01.07.1957;0,04;108,27;45,84;1,75;3,44;15,87;0,03;28,30;0,04;59,19;59,06
01.08.1957;0,04;109,33;43,98;1,76;3,45;15,16;0,03;28,30;0,04;56,98;56,86
01.09.1957;0,04;107,84;41,24;1,77;3,47;14,15;0,04;28,30;0,04;53,62;53,52
01.10.1957;0,04;109,04;40,35;1,78;3,44;13,74;0,04;28,40;0,04;52,65;52,56
01.11.1957;0,03;114,61;40,33;1,79;3,40;13,67;0,03;28,40;0,04;52,82;52,73
01.12.1957;0,03;117,87;41,12;1,78;3,37;13,79;0,03;28,60;0,04;54,05;53,95
01.01.1958;0,03;117,10;41,26;1,78;3,29;13,78;0,02;28,60;0,04;54,43;54,33
01.02.1958;0,03;118,58;42,11;1,77;3,22;13,93;0,02;28,80;0,04;55,75;55,64
01.03.1958;0,03;120,27;42,34;1,76;3,14;13,91;0,01;28,90;0,04;56,24;56,13
01.04.1958;0,03;121,48;43,70;1,74;3,07;14,32;0,01;28,90;0,04;58,24;58,12
01.05.1958;0,03;120,85;44,75;1,73;3,00;14,64;0,01;28,90;0,04;59,83;59,71
01.06.1958;0,03;120,29;45,98;1,73;2,93;14,96;0,01;29,00;0,04;61,67;61,54
01.07.1958;0,03;118,69;47,70;1,73;2,91;15,54;0,01;28,90;0,04;64,17;64,02
01.08.1958;0,04;113,32;48,96;1,73;2,90;15,93;0,02;28,90;0,04;66,06;65,90
01.09.1958;0,04;113,72;50,95;1,74;2,88;16,56;0,02;28,90;0,03;68,94;68,77
01.10.1958;0,04;114,47;52,50;1,74;2,88;16,99;0,03;29,00;0,03;71,24;71,05
01.11.1958;0,04;115,42;53,49;1,75;2,89;17,36;0,03;28,90;0,03;72,78;72,59
01.12.1958;0,04;113,46;55,62;1,76;2,89;17,98;0,03;29,00;0,03;75,87;75,67
01.01.1959;0,04;112,90;54,77;1,76;2,96;17,76;0,03;28,90;0,03;74,91;74,71
01.02.1959;0,04;115,09;56,16;1,77;3,04;18,20;0,03;28,90;0,03;77,02;76,81
01.03.1959;0,04;113,77;57,10;1,78;3,11;18,43;0,03;29,00;0,03;78,51;78,29
01.04.1959;0,04;112,10;57,96;1,78;3,21;18,69;0,03;29,00;0,03;79,90;79,67
01.05.1959;0,04;112,64;57,46;1,79;3,30;18,45;0,03;29,10;0,03;79,41;79,19
01.06.1959;0,04;112,43;59,74;1,80;3,40;19,09;0,03;29,20;0,03;82,77;82,53
01.07.1959;0,04;111,24;59,40;1,80;3,41;18,96;0,03;29,20;0,03;82,51;82,27
01.08.1959;0,05;110,89;57,05;1,81;3,42;18,12;0,03;29,30;0,03;79,45;79,23
01.09.1959;0,05;111,35;57,00;1,82;3,43;18,02;0,04;29,40;0,03;79,59;79,37
01.10.1959;0,05;111,76;57,23;1,82;3,42;18,07;0,04;29,40;0,03;80,13;79,91
01.11.1959;0,05;111,79;59,06;1,83;3,40;18,62;0,04;29,40;0,03;82,90;82,67
01.12.1959;0,05;110,68;58,03;1,87;3,39;18,34;0,04;29,30;0,03;81,68;81,45
01.01.1960;0,05;111,74;55,78;1,90;3,39;17,55;0,04;29,40;0,03;78,73;78,52
01.02.1960;0,04;114,22;55,02;1,94;3,39;17,29;0,04;29,40;0,04;77,89;77,68
01.03.1960;0,04;117,96;55,73;1,94;3,39;17,43;0,03;29,50;0,03;79,12;78,91
01.04.1960;0,04;115,64;55,22;1,95;3,35;17,26;0,03;29,50;0,04;78,63;78,42
01.05.1960;0,04;117,82;57,26;1,95;3,30;17,82;0,03;29,60;0,03;81,77;81,54
01.06.1960;0,04;118,04;55,84;1,95;3,26;17,38;0,02;29,60;0,03;79,97;79,75
01.07.1960;0,04;122,21;56,51;1,95;3,26;17,58;0,02;29,60;0,03;81,16;80,94
01.08.1960;0,04;122,16;54,81;1,95;3,27;17,05;0,02;29,60;0,04;78,95;78,75
01.09.1960;0,04;123,05;53,73;1,95;3,27;16,61;0,02;29,80;0,04;77,63;77,43
01.10.1960;0,04;122,62;55,47;1,95;3,27;17,15;0,02;29,80;0,04;80,38;80,17
01.11.1960;0,04;122,01;56,80;1,95;3,27;17,56;0,02;29,80;0,03;82,54;82,32
01.12.1960;0,04;125,01;59,72;1,95;3,27;18,47;0,02;29,80;0,03;87,02;86,77
01.01.1961;0,04;124,23;62,17;1,94;3,21;19,23;0,02;29,80;0,03;90,83;90,56
01.02.1961;0,04;125,83;64,12;1,94;3,15;19,84;0,02;29,80;0,03;93,91;93,63
01.03.1961;0,04;125,38;65,83;1,94;3,09;20,38;0,02;29,80;0,03;96,66;96,35
01.04.1961;0,04;126,44;66,50;1,94;3,07;20,60;0,02;29,80;0,03;97,88;97,57
01.05.1961;0,04;125,99;65,62;1,94;3,05;20,33;0,02;29,80;0,03;96,82;96,52
01.06.1961;0,04;125,66;65,44;1,95;3,03;20,15;0,02;30,00;0,03;96,79;96,49
01.07.1961;0,04;125,01;67,79;1,95;3,04;20,94;0,02;29,90;0,03;100,51;100,19
01.08.1961;0,04;125,41;67,26;1,96;3,04;20,71;0,02;30,00;0,03;99,97;99,65
01.09.1961;0,04;127,18;68,00;1,98;3,05;20,92;0,02;30,00;0,03;101,31;100,99
01.10.1961;0,04;127,34;71,08;2,00;3,10;21,86;0,02;30,00;0,03;106,15;105,80
01.11.1961;0,04;126,40;71,74;2,02;3,14;22,04;0,02;30,00;0,03;107,38;107,03
01.12.1961;0,04;126,23;69,07;2,03;3,19;21,20;0,03;30,00;0,03;103,64;103,31
01.01.1962;0,04;126,25;70,22;2,03;3,25;21,45;0,03;30,10;0,03;105,62;105,28
01.02.1962;0,04;127,71;70,29;2,04;3,31;21,44;0,03;30,10;0,03;105,98;105,64
01.03.1962;0,04;129,60;68,05;2,05;3,37;20,66;0,03;30,20;0,03;102,86;102,54
01.04.1962;0,04;130,01;62,99;2,05;3,40;19,09;0,03;30,20;0,03;95,47;95,19
01.05.1962;0,04;130,01;55,63;2,06;3,44;16,83;0,03;30,20;0,04;84,58;84,36
01.06.1962;0,04;129,37;56,97;2,07;3,47;17,14;0,03;30,30;0,04;86,88;86,65
01.07.1962;0,04;129,38;58,52;2,07;3,49;17,57;0,03;30,30;0,04;89,50;89,26
01.08.1962;0,04;130,66;58,00;2,08;3,51;17,32;0,03;30,40;0,04;88,97;88,74
01.09.1962;0,04;131,31;56,17;2,10;3,53;16,74;0,03;30,40;0,04;86,43;86,21
01.10.1962;0,04;131,95;60,04;2,11;3,58;17,85;0,03;30,40;0,04;92,66;92,40
01.11.1962;0,04;132,38;62,64;2,13;3,62;18,59;0,03;30,40;0,03;96,95;96,67
01.12.1962;0,04;133,57;65,06;2,14;3,67;19,26;0,03;30,40;0,03;100,97;100,67
01.01.1963;0,04;133,78;65,92;2,14;3,68;19,47;0,03;30,40;0,03;102,58;102,27
01.02.1963;0,04;133,45;65,67;2,15;3,70;19,29;0,03;30,50;0,03;102,47;102,16
01.03.1963;0,04;133,78;68,76;2,17;3,71;20,15;0,03;30,50;0,03;107,57;107,24
01.04.1963;0,04;134,22;70,14;2,18;3,75;20,51;0,03;30,50;0,03;110,02;109,67
01.05.1963;0,04;134,55;70,11;2,20;3,80;20,38;0,03;30,60;0,03;110,26;109,91
01.06.1963;0,04;134,56;69,07;2,20;3,84;19,97;0,03;30,70;0,03;108,91;108,57
01.07.1963;0,04;135,01;70,98;2,21;3,88;20,47;0,03;30,70;0,03;112,21;111,85
01.08.1963;0,04;135,24;72,85;2,21;3,92;20,96;0,03;30,70;0,03;115,46;115,08
01.09.1963;0,04;135,15;73,03;2,23;3,96;20,89;0,03;30,80;0,03;116,04;115,66
01.10.1963;0,04;134,73;72,62;2,26;3,98;20,72;0,03;30,80;0,03;115,69;115,31
01.11.1963;0,04;135,96;74,17;2,28;4,00;21,04;0,04;30,90;0,03;118,46;118,07
01.12.1963;0,04;135,77;76,45;2,30;4,02;21,63;0,04;30,90;0,03;122,40;121,99
01.01.1964;0,04;136,13;77,39;2,31;4,07;21,83;0,04;30,90;0,03;124,22;123,79
01.02.1964;0,04;136,27;78,80;2,33;4,13;22,17;0,04;30,90;0,03;126,79;126,36
01.03.1964;0,04;136,20;79,94;2,35;4,18;22,42;0,04;30,90;0,03;128,94;128,49
01.04.1964;0,04;136,78;80,72;2,36;4,23;22,57;0,03;30,90;0,03;130,52;130,06
01.05.1964;0,04;137,60;80,24;2,38;4,28;22,30;0,03;31,00;0,03;130,06;129,61
01.06.1964;0,04;138,52;83,22;2,40;4,33;22,98;0,03;31,10;0,03;135,22;134,73
01.07.1964;0,04;138,55;82,00;2,42;4,38;22,65;0,03;31,00;0,03;133,56;133,09
01.08.1964;0,04;138,81;83,41;2,44;4,42;22,89;0,04;31,10;0,03;136,19;135,70
01.09.1964;0,04;139,64;84,85;2,46;4,47;23,21;0,04;31,10;0,03;138,88;138,37
01.10.1964;0,04;140,35;85,44;2,48;4,50;23,23;0,04;31,20;0,03;140,18;139,67
01.11.1964;0,04;140,38;83,96;2,50;4,52;22,75;0,04;31,20;0,03;138,09;137,60
01.12.1964;0,04;140,76;86,12;2,52;4,55;23,27;0,04;31,20;0,03;141,99;141,47
01.01.1965;0,04;141,48;86,75;2,53;4,59;23,37;0,04;31,20;0,03;143,38;142,85
01.02.1965;0,04;141,63;86,83;2,55;4,64;23,25;0,04;31,30;0,03;143,86;143,33
01.03.1965;0,04;142,36;87,97;2,57;4,68;23,42;0,04;31,40;0,03;146,11;145,56
01.04.1965;0,04;142,74;89,28;2,59;4,73;23,71;0,04;31,40;0,03;148,64;148,08
01.05.1965;0,04;143,02;85,04;2,61;4,79;22,39;0,04;31,60;0,03;141,94;141,43
01.06.1965;0,04;143,87;84,91;2,63;4,84;22,30;0,04;31,60;0,03;142,09;141,58
01.07.1965;0,04;144,14;86,49;2,64;4,89;22,67;0,04;31,60;0,03;145,10;144,57
01.08.1965;0,04;144,07;89,38;2,66;4,93;23,37;0,04;31,60;0,03;150,32;149,76
01.09.1965;0,04;143,66;91,39;2,68;4,98;23,78;0,04;31,70;0,03;154,08;153,49
01.10.1965;0,04;143,49;92,15;2,70;5,05;23,93;0,04;31,70;0,03;155,74;155,15
01.11.1965;0,04;143,22;91,73;2,72;5,12;23,69;0,04;31,80;0,03;155,41;154,82
01.12.1965;0,05;141,84;93,32;2,74;5,19;24,06;0,04;31,80;0,03;158,49;157,88
01.01.1966;0,05;141,95;92,69;2,76;5,24;23,70;0,05;32,00;0,03;157,82;157,21
01.02.1966;0,05;138,88;88,88;2,78;5,29;22,61;0,05;32,10;0,03;151,72;151,16
01.03.1966;0,05;142,84;91,60;2,80;5,34;23,11;0,05;32,30;0,03;156,76;156,17
01.04.1966;0,05;142,50;86,78;2,81;5,38;21,85;0,05;32,30;0,03;148,92;148,37
01.05.1966;0,05;142,96;86,06;2,83;5,42;21,56;0,05;32,40;0,03;148,09;147,55
01.06.1966;0,05;141,65;85,84;2,85;5,46;21,38;0,05;32,50;0,03;148,12;147,58
01.07.1966;0,05;141,36;80,65;2,87;5,48;19,91;0,05;32,70;0,04;139,57;139,09
01.08.1966;0,05;138,62;77,81;2,89;5,49;19,16;0,05;32,70;0,04;135,07;134,63
01.09.1966;0,05;142,88;77,13;2,88;5,51;18,83;0,05;32,90;0,04;134,31;133,87
01.10.1966;0,05;144,03;80,99;2,88;5,52;19,71;0,05;32,90;0,04;141,45;140,97
01.11.1966;0,05;142,97;81,33;2,87;5,54;19,74;0,05;32,90;0,04;142,46;141,97
01.12.1966;0,05;148,98;84,45;2,88;5,55;20,43;0,05;32,90;0,03;148,35;147,82
01.01.1967;0,05;150,97;87,36;2,89;5,52;21,07;0,05;32,90;0,03;153,88;153,32
01.02.1967;0,05;149,17;89,42;2,90;5,48;21,44;0,05;33,00;0,03;157,94;157,35
01.03.1967;0,05;152,36;90,96;2,90;5,45;21,69;0,04;33,10;0,03;161,08;160,48
01.04.1967;0,05;149,60;92,59;2,90;5,41;21,95;0,04;33,20;0,03;164,40;163,78
01.05.1967;0,05;149,84;91,43;2,90;5,37;21,55;0,04;33,30;0,03;162,77;162,16
01.06.1967;0,05;145,73;93,01;2,91;5,33;21,80;0,04;33,40;0,03;166,01;165,38
01.07.1967;0,05;147,04;94,49;2,91;5,32;22,03;0,04;33,50;0,03;169,09;168,44
01.08.1967;0,05;146,43;95,81;2,92;5,31;22,22;0,04;33,60;0,03;171,88;171,22
01.09.1967;0,05;146,63;95,66;2,92;5,30;22,07;0,04;33,70;0,03;172,05;171,39
01.10.1967;0,06;143,64;92,66;2,92;5,31;21,26;0,05;33,80;0,03;167,09;166,46
01.11.1967;0,06;143,24;95,30;2,92;5,32;21,75;0,05;33,90;0,03;172,29;171,63
01.12.1967;0,06;144,36;95,04;2,93;5,33;21,51;0,05;34,10;0,03;172,26;171,60
01.01.1968;0,06;146,79;90,75;2,94;5,37;20,42;0,05;34,20;0,03;164,93;164,32
01.02.1968;0,06;147,24;89,09;2,95;5,40;19,93;0,05;34,30;0,03;162,36;161,77
01.03.1968;0,06;145,72;95,67;2,96;5,44;21,28;0,05;34,40;0,03;174,80;174,13
01.04.1968;0,06;146,64;97,87;2,98;5,48;21,63;0,05;34,50;0,03;179,28;178,58
01.05.1968;0,06;146,03;100,50;2,99;5,53;22,00;0,06;34,70;0,03;184,55;183,82
01.06.1968;0,06;149,16;100,30;3,00;5,57;21,75;0,06;34,90;0,03;184,64;183,91
01.07.1968;0,05;152,70;98,11;3,02;5,60;21,14;0,05;35,00;0,03;181,07;180,37
01.08.1968;0,05;153,04;101,30;3,03;5,63;21,68;0,05;35,10;0,03;187,43;186,68
01.09.1968;0,05;152,92;103,80;3,04;5,66;22,00;0,05;35,30;0,03;192,52;191,74
01.10.1968;0,06;152,24;105,40;3,06;5,69;22,20;0,05;35,40;0,03;195,96;195,16
01.11.1968;0,06;151,01;106,50;3,07;5,73;22,28;0,05;35,50;0,03;198,48;197,67
01.12.1968;0,06;147,53;102,00;3,08;5,76;21,19;0,06;35,60;0,03;190,58;189,81
01.01.1969;0,06;147,96;101,50;3,09;5,78;20,90;0,06;35,80;0,03;190,12;189,37
01.02.1969;0,06;147,97;99,30;3,10;5,80;20,20;0,06;36,10;0,03;186,49;185,75
01.03.1969;0,06;148,31;101,30;3,11;5,82;20,43;0,06;36,30;0,03;190,73;189,97
01.04.1969;0,06;150,17;104,60;3,12;5,83;20,97;0,06;36,40;0,03;197,43;196,63
01.05.1969;0,07;147,05;99,14;3,13;5,83;19,71;0,06;36,60;0,03;187,62;186,88
01.06.1969;0,07;146,07;94,71;3,14;5,84;18,68;0,06;36,80;0,03;179,73;179,05
01.07.1969;0,07;147,62;94,18;3,14;5,86;18,43;0,07;37,00;0,03;179,22;178,55
01.08.1969;0,07;146,66;94,51;3,15;5,87;18,40;0,07;37,10;0,03;180,35;179,67
01.09.1969;0,08;140,60;95,52;3,15;5,89;18,45;0,07;37,30;0,03;182,78;182,08
01.10.1969;0,07;147,16;96,21;3,16;5,85;18,44;0,07;37,50;0,03;184,60;183,89
01.11.1969;0,07;144,42;91,11;3,16;5,82;17,33;0,07;37,70;0,03;175,32;174,68
01.12.1969;0,08;139,51;90,31;3,16;5,78;17,09;0,08;37,80;0,04;174,29;173,65
01.01.1970;0,08;141,66;87,16;3,17;5,73;16,37;0,08;38,00;0,04;168,72;168,12
01.02.1970;0,07;151,12;88,65;3,17;5,68;16,53;0,07;38,20;0,04;172,11;171,50
01.03.1970;0,07;150,08;85,95;3,17;5,63;15,87;0,07;38,50;0,04;167,39;166,80
01.04.1970;0,08;143,40;76,06;3,18;5,59;13,98;0,07;38,60;0,04;148,64;148,19
01.05.1970;0,08;143,07;75,59;3,18;5,56;13,80;0,07;38,80;0,04;148,24;147,79
01.06.1970;0,08;146,67;75,72;3,18;5,52;13,73;0,07;39,00;0,04;149,01;148,57
01.07.1970;0,07;150,66;77,92;3,19;5,47;14,10;0,06;39,00;0,04;153,87;153,39
01.08.1970;0,07;150,44;82,58;3,19;5,41;14,84;0,06;39,20;0,04;163,59;163,06
01.09.1970;0,07;153,48;84,37;3,17;5,36;15,06;0,06;39,40;0,04;167,66;167,10
01.10.1970;0,07;153,99;84,28;3,16;5,28;14,95;0,06;39,60;0,04;168,01;167,44
01.11.1970;0,06;164,28;90,05;3,14;5,21;15,87;0,05;39,80;0,03;180,03;179,39
01.12.1970;0,07;165,05;93,49;3,13;5,13;16,46;0,05;39,80;0,03;187,43;186,75
01.01.1971;0,06;170,92;97,11;3,12;5,16;17,03;0,04;39,90;0,03;195,21;194,48
01.02.1971;0,06;171,16;99,60;3,11;5,19;17,40;0,04;40,00;0,03;200,74;199,97
01.03.1971;0,06;179,93;103,00;3,11;5,22;17,92;0,03;40,10;0,03;208,11;207,30
